razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
Macapa11 Inversiones Sociedad Limitada.,"la realización de todo tipo de actividades de carácter inmobiliario, en especial, las relativas a la adquisición, tenencia, arrendamiento, enajenación, promoción, rehabilitación y explotación por cualquier título de toda clase de bienes inmuebles",CIFB72420276,Forma jurídicaSociedad limitada unipersonal,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6831 - Agentes de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución2-9-2022,,"Plaza mercat de la miraculosa, 6 - 3 b, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MACAPA11-INVERSIONES.html
Bregor Gastroclub Sociedad Limitada.,Objeto socialRestaurante - gastrobar,CIFB72419005,Forma jurídicaSociedad limitada unipersonal,"1. Gestión y explotación de la actividad de restauración, gastronomía y cocina en restaurantes, cafeterías, Kioscos, heladerías. Su Código Nacional de Actividades Económicas (CNAE) es 5610. Otras Actividades: 2. Actividades de desarrollo en la promoción y la gestión de hotele",Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución2-9-2022,Fecha último cambio12-1-2025,"Plaza mercat de la miraculosa, 6 - 3 b, picassent, 46220, valencia",,,administracion@bregor.es,https://empresite.eleconomista.es/BREGOR-GASTROCLUB.html
Rmf Proyectos E Instalaciones Sociedad Limitada.,"electricidad, clima, fontanería, fotovoltaicas, y baja tensión",CIFB72420268,Forma jurídicaSociedad limitada unipersonal,ActividadServicios técnicos de ingeniería,Actividad CNAE7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución2-9-2022,,"Plaza mercat de la miraculosa, 6 - 3 b, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/RMF-PROYECTOS-INSTALACIONES.html
Actividades E Inversiones Nauticas Rfm Sociedad Limitada.,"Objeto socialEl alquiler de embarcaciones, compra y venta de embarcaciones, mantenimiento y reparacion de embarcaciones, organizacion y explotacion de eventos nauticos, deportivos y de ocio, gestion de embarcaciones, y asesoramiento a empresas nauticas",CIFB72420284,Forma jurídicaSociedad limitada unipersonal,ACTIVIDAD TURISTICA,Actividad CNAE7721 - Alquiler de artículos de ocio y deportivos,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución2-9-2022,,"Plaza mercat de la miraculosa, 6 - 3 b, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ACTIVIDADES-INVERSIONES-NAUTICAS-RFM.html
Frutas Papito Sociedad Limitada.,"Objeto socialLa explotación, adquisición, transporte, comercialización, distribución, importación, exportación, la intermediación, almacenamiento, manipulación, envasado, tránsito y despacho aduanero de productos agrícolas, en especial de frutas, verduras y hortalizas y productos de alimentación en general. la p",CIFB10752921,Forma jurídicaSociedad limitada unipersonal,"ActividadIntermediarios del comercio de productos alimenticios, bebidas y","Actividad CNAE4617 - Intermediarios del comercio de productos alimenticios, bebidas y tabaco",SectorComercio,Estado de la empresaViva,Fecha de constitución16-6-2022,Fecha último cambio13-10-2024,"Poligono 48, 475, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/FRUTAS-PAPITO.html
Alme 86 Alimentacion Sl.,"Objeto socialEl comercio al por menor de pan, pastelería, confitería y similares, y de leche y productos lácteos en establecimientos especializados",CIFB09994112,Forma jurídicaSociedad limitada unipersonal,"comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados, cuyo código CNAE es 4724. Otras actividades servicios de catering, con el servicio de provisión de comidas preparadas para eventos","Actividad CNAE4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",SectorComercio,Estado de la empresaViva,Fecha de constitución19-4-2022,Fecha último cambio17-8-2025,"Avenida nord, 25 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ALME-86-ALIMENTACION.html
Carn De Cavall El Rei Sl.,Objeto socialEl comercio al por menor de carne y productos cárnicos en establecimientos especializados y su elaboración,CIFB10660314,Forma jurídicaSociedad limitada,"ActividadComercio al por menor dependencias de carnicería-salchicherías, de carnes frescas y congeladas, despojos,",Actividad CNAE4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados,SectorComercio,Estado de la empresaViva,Fecha de constitución30-5-2022,Fecha último cambio8-12-2024,"Calle estacio, 13 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CARN-CAVALL-REI-VALENCIA.html
Agencia Picassent 2021 Sociedad Limitada.,"Objeto social) la prestación de servicios de asesoramiento en operaciones inmobiliarias. 2) la prestación de servicios tanto a personas como a entidades, consistentes en el asesoramiento y gestión en todos los trámites necesarios para la obtención de créditos hipotecarios o de cualquier otro tipo para la adquisi",CIFB10990927,Forma jurídicaSociedad limitada,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6831 - Agentes de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución12-8-2022,,"Calle gomez ferrer, 13 - a y 13 b, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AGENCIA-PICASSENT-2021.html
Styles Marzal Peluqueros Sl.,Objeto socialCnae 9602. peluquería y otros tratamientos de belleza,CIFB10658649,Forma jurídicaSociedad limitada unipersonal,ActividadServ.peluqueria señora y caballero,Actividad CNAE9602 - Peluquería y otros tratamientos de belleza,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución23-5-2022,Fecha último cambio19-10-2025,"Calle josep albert i fortuny, 3 - bj iz, picassent, 46220, valencia",960832438,,,https://empresite.eleconomista.es/STYLES-MARZAL-PELUQUEROS.html
Grupo Mice Market Sociedad Limitada.,"Objeto social1. la organización, gestión, promoción y desarrollo de congresos, convenciones, ferias, exposiciones y eventos similares, así como la prestación de servicios de asesoramiento técnico especializado relacionados con dichos eventos, mediante la organización integral de los medios materiales, logísticos.",CIFB09959438,Forma jurídicaSociedad limitada,"ActividadServ.organ.congresos,asambleas y similares",Actividad CNAE8230 - Organización de convenciones y ferias de muestras,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución26-5-2022,Fecha último cambio30-11-2025,"Urbanizacion tancat de l'alter, 30 - piso 4c, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GRUPO-MICE-MARKET.html
Bueno Verdeguer Sociedad Limitada.,"Objeto socialActividades jurídicas. gestión administrativa, fiscal contable y laboral. las actividades integrantes del objeto social podrán ser desarrolladas, total o parcialmente, de modo indirecto, mediante la titularidad de acciones o participaciones en sociedades con objeto idéntico o análogo. en todo caso",CIFB19876218,Forma jurídicaSociedad limitada,ActividadServicio jurídicos,Actividad CNAE6910 - Actividades jurídicas,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución6-8-2024,Fecha último cambio17-8-2025,"Poligono 15, 50, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BUENO-VERDEGUER.html
Norfalec Sociedad Limitada.,"Objeto socialRealizar trabajos de consultoría de tecnologías y sistemas de información, así como la prestación de servicios de soporte, mantenimiento y desarrollo de soluciones integrales de hardware y software",CIFB19483429,Forma jurídicaSociedad limitada unipersonal,ActividadConsulta de equipo informático,Actividad CNAE6202 - Actividades de consultoría informática,SectorComunicaciones,Estado de la empresaViva,Fecha de constitución8-10-2024,Fecha último cambio13-7-2025,"Urbanizacion tancat de l'alter, s/n - par 80 . 1.1, picassent, 46220, valencia",801146220,,,https://empresite.eleconomista.es/NORFALEC.html
Bermell Albert Servicios Agricolas Sociedad De Responsabilidad Limitada.,"actividad principal: actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha. cnae de la actividad principal. 0161.actividades de apoyo a la agricultura. otras actividades: 1. la jardinería (cnae 8130) que comprende : a) la plantación, el cuidado y el manten",CIFB19410497,Forma jurídicaSociedad limitada,Actividades de apoyo a la agricultura,Actividad CNAE0161 - Actividades de apoyo a la agricultura,SectorAgricultura,Estado de la empresaViva,Fecha de constitución4-10-2024,Fecha último cambio24-8-2025,"Calle carcaixent, 22 - pi 00 01, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BERMELL-ALBERT-SERVICIOS-AGRICOLAS.html
Pintusuarez & Reformas Sl.,"- instalaciones eléctricas. - fontanería, instalaciones de sistemas de calefacción y aire acondicionado. - revestimiento de suelos y paredes. - pintura y aislamiento. - otras actividades de construcción especializada. el cnae de la actividad princ",CIFB19946862,Forma jurídicaSociedad limitada unipersonal,"ActividadInstalaciones eléctricas en general. Instalaciones de redes telegráficas, telefónicas, telefonía sin hilos y televisión.",Actividad CNAE4321 - Instalaciones eléctricas,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución14-8-2024,Fecha último cambio25-1-2026,"Poligono industrial, parc. 125, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PINTUSUAREZ-REFORMAS.html
Picassent Gestion Inmobiliaria Sociedad Limitada.,"Objeto socialEl alquiler de viviendas, tanto vacacional, residencial o por habitaciones, así como de locales comerciales y trasteros, y la compraventa, reforma y acondicionamiento de todo tipo de inmuebles. (cnae 6820)",CIFB21666094,Forma jurídicaSociedad limitada unipersonal,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6831 - Agentes de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución25-4-2025,Fecha último cambio4-5-2025,"Calle calvari, 34, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PICASSENT-GESTION-INMOBILIARIA.html
Agulles Arquitecto Y Asociados Slp.,Objeto socialLa prestación de servicios profesionales en el ámbito de la arquitectura,CIFB21763008,Forma jurídicaSociedad limitada profesional,"ingenieria,arquitectura, urbanismo. etc",Actividad CNAE7111 - Servicios técnicos de arquitectura,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución5-5-2025,,"Calle morella, 11 - bj dr 2, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AGULLES-ARQUITECTO-ASOCIADOS-SLP.html
Becjoint Sl.,"4683). la sociedad tendrá por objeto la compraventa al por mayor y al por menor de todo tipo de materiales para la construcción, así como fabricación de los mismos y la compraventa de todo tipo de herramientas y maquinaria para la construcción",CIFB75905521,Forma jurídicaSociedad limitada,"46.73. Compra-venta de materiales para la construcción. 41.21. Construcción de edificios residenciales. Otras actividades: Construcción de edificios no residenciales. Otros trabajos de construcción. Construcción de cubiertas y de estructuras de cerramiento. Aislamiento térmico,","Actividad CNAE4673 - Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",SectorComercio,Estado de la empresaViva,Fecha de constitución18-3-2025,Fecha último cambio11-5-2025,"Calle calvari, 21 - 1 1 b ed oficinas, picassent, 46220, valencia",960045562,,,https://empresite.eleconomista.es/BECJOINT.html
Saurtec 6000 Sociedad Limitada.,"Objeto socialCnae. 43.21. instalaciones eléctricas. cnae. 43.22. fontanería, instalaciones de sistemas de calefacción y aire acondicionado. cnae. 47.92. actividades de servicios de intermediación para el comercio al por menor especializado. cnae. 68.11. compraventa de bienes inmobiliarios por cuenta pro",CIFB21821012,Forma jurídicaSociedad limitada unipersonal,"ActividadInstalaciones eléctricas en general. Instalaciones de redes telegráficas, telefónicas, telefonía sin hilos y televisión.",Actividad CNAE4321 - Instalaciones eléctricas,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución12-5-2025,,"Calle marques de dosaigues, 16 - bj iz, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SAURTEC-6000.html
Chuletas Brasa Valencia Sociedad Limitada.,Objeto socialLa explotación de todo tipo de negocios relacionados con el sector de la hostelería y la restauración alimentaria,CIFB75585489,Forma jurídicaSociedad limitada unipersonal,"1. Gestión y explotación de la actividad de restauración, gastronomía y cocina en restaurantes, cafeterías, Kioscos, heladerías. Su Código Nacional de Actividades Económicas (CNAE) es 5610. Otras Actividades: 2. Actividades de desarrollo en la promoción y la gestión de hotele",Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaViva,Fecha de constitución8-1-2025,,"Calle de la dansa, 2 - 1 1, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CHULETAS-BRASA-VALENCIA.html
Bravo Express Cargo Sociedad Limitada.,Objeto socialEl transporte de mercancías por carretera. actividad logística. la prestación de servicios de mensajería y reparto de paquetes y su almacenamiento,CIFB75568998,Forma jurídicaSociedad limitada unipersonal,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaViva,Fecha de constitución17-12-2024,,"Calle salvador giner, 6 - 2 7, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BRAVO-EXPRESS-CARGO.html
Vgs Global Events Sociedad Limitada.,Objeto socialActivaciones de marca en eventos deportivos. programas de hospitalidad en eventos deportivos internacionales. organización de workshops y cursos de formación en gestión de eventos. gestión de proveedores y contrataciones. creación e implementación de campañas de marketing para eventos. elaboración d,CIFB75574848,Forma jurídicaSociedad limitada unipersonal,"ActividadServ.organ.congresos,asambleas y similares",Actividad CNAE8230 - Organización de convenciones y ferias de muestras,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución16-12-2024,Fecha último cambio17-8-2025,"Avenida aureli guaita i martorell, 7 - esc 1 4 7, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/VGS-GLOBAL-EVENTS.html
Smart Ecocycle Valencia Sociedad Limitada.,"1. servicios integrales de consultoría y asesoramiento medioambiental en gestión eficiente del tratamiento de residuos peligrosos y no peligrosos. 2. descontaminación, clasificación y almacenamiento de residuos peligrosos. 3. transporte y manipulación de residuos pel",CIFB75537928,Forma jurídicaSociedad limitada,"70.20. Otras actividades de consultoría de gestión empresarial. Otras actividades: 88.12. Actividades de servicios sociales sin alojamiento para personas con discapacidad, 46.47. Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y",Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución19-12-2024,Fecha último cambio8-6-2025,"Calle 14 (poligono industrial codonyers), s/n - parc. 806 pol. industrial els co, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SMART-ECOCYCLE-VALENCIA.html
Ortega Consultoria Estrategica Sl.,"Objeto socialLa prestación de servicios de consultoría y asesoramiento empresarial en las áreas de dirección financiera, operativa, estratégica y de recursos humanos. la realización de estudios económicos, financieros, técnicos y de viabilidad de proyectos empresariales. la intermediación en la contratación de s",CIFB19489236,Forma jurídicaSociedad limitada unipersonal,"70.20. Otras actividades de consultoría de gestión empresarial. Otras actividades: 88.12. Actividades de servicios sociales sin alojamiento para personas con discapacidad, 46.47. Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y",Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución30-10-2024,Fecha último cambio21-9-2025,"Urbanizacion serra-mar, 139, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ORTEGA-CONSULTORIA-ESTRATEGICA.html
Grc Rgl Sociedad Limitada.,Objeto socialAlquiler de bienes inmobiliarios por cuenta propia,CIFB75702746,Forma jurídicaSociedad limitada unipersonal,ActividadAlquiler de bienes inmuebles,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución23-1-2025,Fecha último cambio31-8-2025,"Urbanizacion serra-mar, 239, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GRC-RGL.html
Fraiche Agro Trading 2024 Sociedad Limitada.,Objeto socialLa importación y exportación de productos agrícolas y de la construcción así como de productos diversos,CIFB19462209,Forma jurídicaSociedad limitada unipersonal,"46.31 / Comercio al por mayor de frutas y verduras. Actividades adicionales: 10.39 / Otro procesado y conservación de frutas y hortalizas. Si alguna de las actividades elegidas fuere de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional p.",Actividad CNAE4631 - Comercio al por mayor de frutas y hortalizas,SectorComercio,Estado de la empresaViva,Fecha de constitución29-11-2024,Fecha último cambio8-12-2024,"Calle mestre ramirez, 3 - 9, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/FRAICHE-AGRO-TRADING-2024.html
Menufet Sociedad Limitada.,"la manufacturación y venta al por mayor de pescados. la compra y venta al por mayor de frutas y verduras. la importación y exportación de pescados, mariscos, frutas y verduras, frescos o congelados. el código cnae que mejor describe la actividad principal a la qu",CIFB75691733,Forma jurídicaSociedad limitada,ActividadComercio al por mayor de pescados y otros productos de pesca y de la acuicultura,"Actividad CNAE4638 - Comercio al por mayor de pescados, mariscos y otros productos alimenticios",SectorComercio,Estado de la empresaViva,Fecha de constitución31-1-2025,Fecha último cambio17-8-2025,"Calle el motor, 41 - a, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MENUFET.html
Vixconfis Slp.,"la actividad propia de la profesión de abogado y diplomado en empresariales, asesoría fiscal, contable, teneduría de libros y auditoria. el objeto social podrá desarrollarse mediante su participación en otras sociedades profesionales. el cnae es 6920. quedan excl",CIFB75653295,Forma jurídicaSociedad limitada profesional,ActividadServicio jurídicos,Actividad CNAE6910 - Actividades jurídicas,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución21-1-2025,,"Calle nou, 23 - 1 1, picassent, 46220, valencia",231146220,,,https://empresite.eleconomista.es/VIXCONFIS-SLP.html
Biometano Aragones Sl.,(cnae 3521) producción de gas: (cnae 3821) valorización de materiales; (2015) fabricación de fertilizantes y compuestos nitrogenados. el cnae de la actividad principal es el 3521. las actividades integrantes del objeto social se realizarán por medio de profesionales qu,CIFB75815381,Forma jurídicaSociedad limitada unipersonal,"ActividadFabricación, distribución de gas",Actividad CNAE3521 - Producción de gas,SectorEnergía,Estado de la empresaViva,Fecha de constitución12-2-2025,,"Calle 14 (poligono industrial codonyers), s/n - parc. 4-b, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BIOMETANO-ARAGONES.html
Liftszone Sl.,"comercio al por mayor de otra maquinaria y equipo. su código nacional de actividades económicas (cnae) es 4669. otras actividades: comercio al por menor y al por mayor por correspondencia o internet, así como la importación y exportación de suministros industriales",CIFB75730697,Forma jurídicaSociedad limitada unipersonal,ActividadComercio Mayor de Otra Maquinaria,Actividad CNAE4669 - Comercio al por mayor de otra maquinaria y equipo,SectorComercio,Estado de la empresaViva,Fecha de constitución4-2-2025,,"Calle matilde salvador, 3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/LIFTSZONE.html
Rme Best Line Logistica 2024 Sociedad Limitada.,"Objeto socialLa sociedad tiene por objeto la logística, el transporte y entrega de mercancías. le corresponde el cnae 4941. las actividades integrantes del objeto social podrán ser realizadas, total o parcialmente, de modo indirecto, mediante la titularidad de acciones o participaciones sociales en sociedades co",CIFB75809053,Forma jurídicaSociedad limitada unipersonal,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaViva,Fecha de constitución20-2-2025,,"Calle mestre ramirez, 3 - 9, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/RME-BEST-LINE-LOGISTICA-2024.html
Transmer Logistica 2024 Sociedad Limitada.,"Objeto socialLa prestación de servicios de intermediación en la exportación e importación de productos diversos, así como la compraventa de productos diversos",CIFB75754812,Forma jurídicaSociedad limitada unipersonal,ActividadIntermediarios del comercio de productos diversos,Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaViva,Fecha de constitución11-2-2025,,"Calle mestre ramirez, 3 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/TRANSMER-LOGISTICA-2024.html
Adventure Before Dementia Sociedad Limitada.,"Objeto socialLa sociedad tiene por objeto la prestación de servicios de publicidad y diseño de todo tipo de productos, objetos y soportes que incorporen nombres, logotipos, marcas, imágenes, diseños, creatividades y creaciones graficas de cualquier tipo. prestación de servicios de asesoría en materia de movilida",CIFB75671131,Forma jurídicaSociedad limitada,"Agencias de publicidad. Otras actividades: Actividades de programación informática, Actividades de consultoría informática",Actividad CNAE7311 - Agencias de publicidad,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución6-2-2025,Fecha último cambio14-9-2025,"Urbanizacion serra-mar, s/n - par 252, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ADVENTURE-BEFORE-DEMENTIA.html
B.g. Vii Limpiezas Sociedad Limitada.,Objeto social1) limpieza general de edificios. 2) otras actividades de limpieza industrial y de edificios. 3) otras actividades de limpieza. 4) construcción de edificios residenciales. 5) otras actividades de construcción especializada n.c.o.p. 6) instalación de carpintería. 7) transporte de mercancías por carre,CIFB75884544,Forma jurídicaSociedad limitada unipersonal,ActividadServicios de limpieza,Actividad CNAE8121 - Limpieza general de edificios,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución20-2-2025,,"Plaza mercat de la miraculosa, 6 - esc a 2 8, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/BG-VII-LIMPIEZAS.html
Industrial Glue Consulting Sociedad Limitada.,"Objeto socialLa intermediación comercial y la prestación de servicios de consultoría en materia comercial. importación y exportación. la compraventa e intermediación de toda clase de fincas rústicas y urbanas, la promoción y construcción sobre las mismas de toda clase de edificaciones, su rehabilitación, venta",CIFB75831818,Forma jurídicaSociedad limitada unipersonal,"70.20. Otras actividades de consultoría de gestión empresarial. Otras actividades: 88.12. Actividades de servicios sociales sin alojamiento para personas con discapacidad, 46.47. Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y",Actividad CNAE7022 - Otras actividades de consultoría de gestión empresarial,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución20-2-2025,,"Calle pedra negra, 2, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/INDUSTRIAL-GLUE-CONSULTING.html
Calm 2012 Sociedad Limitada.,"Objeto socialLa participación en otras compañías y la gestión y dirección de dichas participaciones, todo ello con la salvedad de lo establecido para las agencias de valores por la ley 24/1988, del mercado de valores, de 28 de julio y para las instituciones de inversión colectiva por la ley 35/2003, de 4 de novi",CIFB10877033,Forma jurídicaSociedad limitada,Actividades de las sociedades de holding,Actividad CNAE6420 - Actividades de las sociedades holding,SectorIntermediación financiera,Estado de la empresaViva,Fecha de constitución12-7-2022,Fecha último cambio31-8-2025,"Urbanizacion serra-mar, s/n - par 153, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CALM-2012.html
Eversi Gestion Inteligente Sociedad Limitada.,"a) - desarrollo, implantación, comercialización, mantenimiento y asistencia técnica en plataforma operativa, programas, módulos, dispositivos y software de gestión integral en seguridad industrial, instalaciones y maquinaria, prevención, calidad",CIFB10693299,Forma jurídicaSociedad limitada,ActividadConsulta de equipo informático,Actividad CNAE6202 - Actividades de consultoría informática,SectorComunicaciones,Estado de la empresaViva,Fecha de constitución12-7-2022,Fecha último cambio24-8-2025,"Calle 11 (poligono industrial codonyers), bl 1, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/EVERSI-GESTION-INTELIGENTE.html
Diseño Y Confeccion Amparo Beatriz P.a. Sl.,Objeto socialLa sociedad tendrá por objeto social la actividad de confección de artículos textiles de hogar y tapicería. cnae 1392,CIFB75932871,Forma jurídicaSociedad limitada unipersonal,"13.92 / Fabricación de artículos confeccionados con textiles, excepto prendas de vestir. Otras actividades: 45.20 / Mantenimiento y reparación de vehículos de motor, 45.32 / Comercio al por menor de repuestos y accesorios de vehículos de motor","Actividad CNAE1392 - Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",SectorIndustria,Estado de la empresaViva,Fecha de constitución7-3-2025,Fecha último cambio16-3-2025,"Avenida aureli guaita i martorell, 22 - loc 2 y 3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/DISENO-CONFECCION-AMPARO-BEATRIZ-PA.html
Pureaqua Tratamiento Integral Del Agua Sociedad Limitada.,"Objeto socialReparación de maquinaria, instalación, mantenimiento y reparación de equipos y sistemas de tratamiento de agua potable, residual, industrial y doméstica, así como sus componentes, accesorios y maquinaria auxiliar",CIFB21874821,Forma jurídicaSociedad limitada,ActividadReparación de maquinaria industrial,Actividad CNAE3312 - Reparación de maquinaria,SectorIndustria,Estado de la empresaViva,Fecha de constitución13-5-2025,,"Plaza albaida, 15 - 1, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/PUREAQUA-TRATAMIENTO-INTEGRAL-AGUA.html
Carpinteria Metalica San Isidro Sl.,fabricación de estructuras metálicas y sus componentes. cnae 2511. instalación de carpintería. cnae 4332. otras actividades de construcción. cnae 4399. actividades de servicios de intermediación para el comercio al por menor. cnae 4791.siendo la activi,CIFB21830252,Forma jurídicaSociedad limitada unipersonal,ActividadFabricación estructuras metálicas,Actividad CNAE2511 - Fabricación de estructuras metálicas y sus componentes,SectorIndustria,Estado de la empresaViva,Fecha de constitución6-5-2025,,"Calle mestre chapi, 12 - 2, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CARPINTERIA-METALICA-SAN-ISIDRO.html
Ai Studios Marketing Sociedad Limitada.,"Objeto socialComercio al por menor de productos online. creación y desarrollo de aplicaciones móviles. desarrollo de herramientas con soporte en la inteligencia artificial. programación, consultoría, marketing, publicidad y otras actividades relacionadas con la informática",CIFB21665849,Forma jurídicaSociedad limitada,"ActividadComercio al por menor de por correo, catalogo de productos diversos",Actividad CNAE4791 - Comercio al por menor por correspondencia o Internet,SectorComercio,Estado de la empresaViva,Fecha de constitución7-4-2025,,"Calle raimon, 4 - piso 1 3, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/AI-STUDIOS-MARKETING.html
Residencial Viavalentia Sociedad Limitada.,"1) contratación, gestión, proyección, construcción y ejecución de toda clase de obra, pública o privada; 2) diseño, construcción, ejecución, explotación,",CIFB21680822,Forma jurídicaSociedad limitada,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6831 - Agentes de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución11-4-2025,Fecha último cambio20-4-2025,"Calle compositor alberto muñoz bobi, 4 - 18, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/RESIDENCIAL-VIAVALENTIA.html
Malexa Homes Sociedad Limitada.,"Objeto social1. la compra, venta, arrendamiento no financiero y explotación de toda clase de inmuebles, construidos directamente para tal fin o por medio de contratistas o; la promoción, rehabilitación y construcción, directa o indirectamente a través de subcontratistas, de toda clase de inmuebles. 2. prestac..",CIFB21662440,Forma jurídicaSociedad limitada unipersonal,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6831 - Agentes de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución7-4-2025,,"Calle 6 (poligono industrial picassent), 29, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MALEXA-HOMES.html
Moldes Glocaltec Sociedad Limitada.,"Objeto social1). el diseño, fabricación y comercialización de todo tipo de matrices y moldes para la actividad industrial. 2). el mecanizado y rectificado de todo tipo de productos",CIFB21674122,Forma jurídicaSociedad limitada,Actividades de diseño especializado,Actividad CNAE7410 - Actividades de diseño especializado,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución9-4-2025,Fecha último cambio11-1-2026,"Calle el pou, 3 - a, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/MOLDES-GLOCALTEC.html
