cnae;descripcion;puntuacion;motivo
4642;Comercio al por mayor de prendas de vestir y calzado;2;Comercio de prendas y calzado con bajo riesgo de vertidos.
4643;Comercio al por mayor de aparatos electrodomésticos;2;Comercio de electrodomésticos con bajo riesgo de vertidos.
4644;Comercio al por mayor de porcelana, cristalería y artículos de limpieza;2;Comercio de artículos de limpieza con bajo riesgo de vertidos.
4645;Comercio al por mayor de productos de perfumería y cosmética;2;Comercio de productos de perfumería y cosmética con bajo riesgo de vertidos.
4646;Comercio al por mayor de productos farmacéuticos;2;Comercio de productos farmacéuticos con bajo riesgo de vertidos.
4647;Comercio al por mayor de muebles, alfombras y aparatos de iluminación;2;Comercio de muebles y decoración con bajo riesgo de vertidos.
4648;Comercio al por mayor de artículos de relojería y joyería;2;Comercio de artículos de relojería y joyería con bajo riesgo de vertidos.
4649;Comercio al por mayor de otros artículos de uso doméstico;2;Comercio de artículos de uso doméstico con bajo riesgo de vertidos.
4651;Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos;2;Comercio de informática con bajo riesgo de vertidos.
4652;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;2;Comercio de equipos electrónicos con bajo riesgo de vertidos.
4661;Comercio al por mayor de maquinaria, equipos y suministros agrícolas;2;Comercio de maquinaria agrícola con bajo riesgo de vertidos.
4662;Comercio al por mayor de máquinas herramienta;2;Comercio de máquinas herramienta con bajo riesgo de vertidos.
4663;Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil;2;Comercio que no implica procesos productivos directos.
4664;Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar;2;Comercio sin manipulación de productos químicos o peligrosos.
4665;Comercio al por mayor de muebles de oficina;2;Comercio que no implica riesgos significativos de vertido.
4666;Comercio al por mayor de otra maquinaria y equipo de oficina;2;Actividad de comercio sin riesgos relevantes para el alcantarillado.
4669;Comercio al por mayor de otra maquinaria y equipo;2;Comercio general que no implica riesgo de vertidos.
4671;Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares;4;Comercio de combustibles que puede conllevar riesgos moderados.
4672;Comercio al por mayor de metales y minerales metálicos;4;Comercio de metales que implica algunos riesgos de contaminantes.
4673;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;2;Comercio de madera que no presenta un riesgo significativo.
4674;Comercio al por mayor de ferretería, fontanería y calefacción;4;Comercio de ferretería y fontanería puede incluir productos químicos.
4675;Comercio al por mayor de productos químicos;6;Comercio de productos químicos tiene un riesgo potencial más elevado.
4676;Comercio al por mayor de otros productos semielaborados;2;Comercio de productos semielaborados sin riesgos significativos.
4677;Comercio al por mayor de chatarra y productos de desecho;4;Comercio de chatarra puede incluir contaminantes en el proceso.
4690;Comercio al por mayor no especializado;2;Comercio no especializado sin riesgos relevantes de vertido.
4711;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;6;Comercio de alimentos y bebidas puede generar residuos líquidos.
4711;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;2;Comercio de productos alimenticios con bajo riesgo de vertidos.
4719;Otro comercio al por menor en establecimientos no especializados;2;Comercio general sin manipulación de productos de riesgo.
4719;Otro comercio al por menor en establecimientos no especializados;2;Comercio general sin manipulación de productos de riesgo.
4719;Otro comercio al por menor en establecimientos no especializados;2;Comercio general sin manipulación de productos de riesgo.
4721;Comercio al por menor de frutas y hortalizas en establecimientos especializados;2;Comercio de frutas y hortalizas, bajo riesgo de vertidos.
4721;Comercio al por menor de frutas y hortalizas en establecimientos especializados;2;Comercio de frutas y hortalizas, bajo riesgo de vertidos.
4722;Comercio al por menor de carne y productos cárnicos en establecimientos especializados;4;Comercio de carne y productos cárnicos, riesgo medio-bajo por manipulación.
4723;Comercio al por menor de pescados y mariscos en establecimientos especializados;4;Comercio de pescados y mariscos, riesgo medio-bajo por manipulación.
4724;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;2;Comercio de pan y pastelería, bajo riesgo de vertidos.
4725;Comercio al por menor de bebidas en establecimientos especializados;2;Comercio de bebidas, bajo riesgo de vertidos.
4726;Comercio al por menor de productos de tabaco en establecimientos especializados;2;Comercio de tabaco, bajo riesgo de vertidos.
4729;Otro comercio al por menor de productos alimenticios en establecimientos especializados;2;Comercio de otros productos alimenticios, bajo riesgo de vertidos.
4729;Otro comercio al por menor de productos alimenticios en establecimientos especializados;2;Comercio de otros productos alimenticios, bajo riesgo de vertidos.
4730;Comercio al por menor de combustible para la automoción en establecimientos especializados;2;Comercio de combustible, bajo riesgo de vertidos.
4741;Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados;2;Comercio de tecnología, bajo riesgo de vertidos.
4742;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;2;Comercio de equipos de telecomunicaciones, bajo riesgo de vertidos.
4742;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;2;Comercio de equipos de telecomunicaciones, bajo riesgo de vertidos.
4743;Comercio al por menor de equipos de audio y vídeo en establecimientos especializados;2;Comercio de equipos de audio y vídeo, bajo riesgo de vertidos.
4751;Comercio al por menor de textiles en establecimientos especializados;2;Comercio de textiles, bajo riesgo de vertidos.
4752;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;2;Comercio de ferretería y pintura, bajo riesgo de vertidos.
4752;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;2;Comercio de ferretería y pintura, bajo riesgo de vertidos.
4752;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;2;Comercio de ferretería y pintura, bajo riesgo de vertidos.
4753;Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados;2;Comercio de alfombras y revestimientos, bajo riesgo de vertidos.
4753;Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados;2;Comercio de alfombras y revestimientos, bajo riesgo de vertidos.
4754;Comercio al por menor de aparatos electrodomésticos en establecimientos especializados;2;Comercio de electrodomésticos, bajo riesgo de vertidos.
4759;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;2;Comercio de muebles y artículos domésticos, bajo riesgo de vertidos.
4759;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;2;Comercio de muebles y artículos domésticos, bajo riesgo de vertidos.
4761;Comercio al por menor de libros en establecimientos especializados;2;Comercio de libros, bajo riesgo de vertidos.
4762;Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados;2;Comercio de periódicos y papelería, bajo riesgo de vertidos.
4763;Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados;2;Comercio de grabaciones de música y vídeo, bajo riesgo de vertidos.
4764;Comercio al por menor de artículos deportivos en establecimientos especializados;2;Comercio al por menor de artículos deportivos sin manipulación significativa de productos químicos.
4765;Comercio al por menor de juegos y juguetes en establecimientos especializados;2;Comercio al por menor de juegos y juguetes sin riesgo de vertidos.
4771;Comercio al por menor de prendas de vestir en establecimientos especializados;2;Comercio al por menor de prendas de vestir sin manipulación riesgosa.
4772;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;2;Comercio al por menor de calzado y artículos de cuero sin riesgo de vertidos.
4773;Comercio al por menor de productos farmacéuticos en establecimientos especializados;2;Comercio al por menor de productos farmacéuticos sin riesgo para el saneamiento.
4774;Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados;2;Comercio al por menor de artículos médicos sin riesgo significativo.
4775;Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados;2;Comercio al por menor de productos cosméticos sin manejo de productos peligrosos.
4776;Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados;2;Comercio al por menor de flores y plantas sin riesgo de vertidos.
4777;Comercio al por menor de artículos de relojería y joyería en establecimientos especializados;2;Comercio al por menor de artículos de relojería sin riesgo considerable.
4778;Otro comercio al por menor de artículos nuevos en establecimientos especializados;2;Comercio al por menor de artículos nuevos sin peligro para el saneamiento.
4779;Comercio al por menor de artículos de segunda mano en establecimientos especializados;2;Comercio al por menor de artículos de segunda mano sin riesgo significativo.
4781;Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos;4;Comercio al por menor de productos alimenticios que puede generar residuos alimentarios.
4782;Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos;2;Comercio al por menor de productos textiles con bajo riesgo de vertidos.
4789;Comercio al por menor de otros productos en puestos de venta y mercadillos;2;Comercio al por menor de otros productos sin alto riesgo de vertidos.
4791;Comercio al por menor por correspondencia o Internet;2;Comercio al por menor por Internet sin riesgo significativo de vertidos.
4799;Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos;2;Otro comercio al por menor sin manejo de productos peligrosos.
4910;Transporte interurbano de pasajeros por ferrocarril;0;Transporte interurbano de pasajeros sin riesgo de vertidos.
4920;Transporte de mercancías por ferrocarril;0;Transporte de mercancías por ferrocarril sin riesgo alto de vertidos.
4931;Transporte terrestre urbano y suburbano de pasajeros;0;Transporte terrestre urbano de pasajeros sin riesgo de vertidos.
4932;Transporte por taxi;0;Transporte por taxi sin riesgo significativo de vertidos.
4939;Otros tipos de transporte terrestre de pasajeros n.c.o.p.;0;Sin riesgo asociado a la actividad de transporte terrestre de pasajeros.
4939;Otros tipos de transporte terrestre de pasajeros n.c.o.p.;0;Sin riesgo asociado a la actividad de transporte terrestre de pasajeros.
4939;Otros tipos de transporte terrestre de pasajeros n.c.o.p.;0;Sin riesgo asociado a la actividad de transporte terrestre de pasajeros.
4941;Transporte de mercancías por carretera;2;Riesgo bajo debido al transporte de mercancías sin procesos industriales complejos.
4941;Transporte de mercancías por carretera;2;Riesgo bajo debido al transporte de mercancías sin procesos industriales complejos.
4942;Servicios de mudanza;2;Riesgo bajo en servicios de mudanza, sin manipulación de sustancias peligrosas.
4950;Transporte por tubería;2;Riesgo bajo en el transporte por tubería, generalmente sin vertidos industriales.
5010;Transporte marítimo de pasajeros;0;Sin riesgo asociado al transporte marítimo de pasajeros.
5020;Transporte marítimo de mercancías;2;Riesgo bajo en el transporte marítimo de mercancías, generalmente sin procesos industriales críticos.
5030;Transporte de pasajeros por vías navegables interiores;0;Sin riesgo asociado al transporte de pasajeros por vías navegables interiores.
5040;Transporte de mercancías por vías navegables interiores;2;Riesgo bajo en el transporte de mercancías por vías navegables interiores.
5110;Transporte aéreo de pasajeros;0;Sin riesgo asociado al transporte aéreo de pasajeros.
5110;Transporte aéreo de pasajeros;0;Sin riesgo asociado al transporte aéreo de pasajeros.
5121;Transporte aéreo de mercancías;2;Riesgo bajo debido al transporte aéreo de mercancías, sin manipulación industrial compleja.
5121;Transporte aéreo de mercancías;2;Riesgo bajo debido al transporte aéreo de mercancías, sin manipulación industrial compleja.
5122;Transporte espacial;0;Sin riesgo asociado al transporte espacial.
5210;Depósito y almacenamiento;2;Riesgo bajo en depósito y almacenamiento, sin procesos industriales asociados.
5210;Depósito y almacenamiento;2;Riesgo bajo en depósito y almacenamiento, sin procesos industriales asociados.
5210;Depósito y almacenamiento;2;Riesgo bajo en depósito y almacenamiento, sin procesos industriales asociados.
5210;Depósito y almacenamiento;2;Riesgo bajo en depósito y almacenamiento, sin procesos industriales asociados.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5221;Actividades anexas al transporte terrestre;2;Riesgo bajo en actividades anexas al transporte terrestre, sin procesos industriales.
5222;Actividades anexas al transporte marítimo y por vías navegables interiores;2;Riesgo bajo en actividades anexas al transporte marítimo, sin procesos industriales.
5222;Actividades anexas al transporte marítimo y por vías navegables interiores;2;Riesgo bajo en actividades anexas al transporte marítimo, sin procesos industriales.
5222;Actividades anexas al transporte marítimo y por vías navegables interiores;2;Sin procesos industriales, riesgo bajo asociado principalmente al transporte.
5223;Actividades anexas al transporte aéreo;2;Sin procesos industriales, riesgo bajo asociado principalmente al transporte.
5223;Actividades anexas al transporte aéreo;2;Sin procesos industriales, riesgo bajo asociado principalmente al transporte.
5224;Manipulación de mercancías;2;Manipulación de mercancías, riesgo bajo asociado a actividades logísticas.
5229;Otras actividades anexas al transporte;2;Actividades anexas al transporte, sin riesgo significativo de vertidos.
5310;Actividades postales sometidas a la obligación del servicio universal;0;Actividades postales, sin riesgo de vertidos.
5320;Otras actividades postales y de correos;0;Otras actividades postales, sin riesgo de vertidos.
5510;Hoteles y alojamientos similares;4;Hoteles pueden generar vertidos, riesgo medio-bajo relacionado con residuos.
5510;Hoteles y alojamientos similares;4;Hoteles pueden generar vertidos, riesgo medio-bajo relacionado con residuos.
5520;Alojamientos turísticos y otros alojamientos de corta estancia;4;Alojamientos turísticos pueden generar vertidos, riesgo medio-bajo.
5520;Alojamientos turísticos y otros alojamientos de corta estancia;4;Alojamientos turísticos pueden generar vertidos, riesgo medio-bajo.
5520;Alojamientos turísticos y otros alojamientos de corta estancia;4;Alojamientos turísticos pueden generar vertidos, riesgo medio-bajo.
5520;Alojamientos turísticos y otros alojamientos de corta estancia;4;Alojamientos turísticos pueden generar vertidos, riesgo medio-bajo.
5530;Campings;4;Campings pueden generar residuos, riesgo medio-bajo.
5530;Campings;4;Campings pueden generar residuos, riesgo medio-bajo.
5590;Otros alojamientos;4;Otros alojamientos pueden generar residuos, riesgo medio-bajo.
5590;Otros alojamientos;4;Otros alojamientos pueden generar residuos, riesgo medio-bajo.
5610;Restaurantes y puestos de comidas;6;Restaurantes generan residuos alimentarios, riesgo medio.
5621;Provisión de comidas preparadas para eventos;6;Provisión de comidas preparadas puede generar residuos, riesgo medio.
5629;Otros servicios de comidas;6;Otros servicios de comidas generan residuos, riesgo medio.
5629;Otros servicios de comidas;6;Otros servicios de comidas generan residuos, riesgo medio.
5630;Establecimientos de bebidas;4;Establecimientos de bebidas pueden generar residuos, riesgo medio-bajo.
5811;Edición de libros;0;Edición de libros, sin riesgo de vertidos.
5812;Edición de directorios y guías de direcciones postales;0;Edición de directorios, sin riesgo de vertidos.
5812;Edición de directorios y guías de direcciones postales;0;Edición de directorios, sin riesgo de vertidos.
5813;Edición de periódicos;0;Edición de periódicos, sin riesgo de vertidos.
5814;Edición de revistas;0;Edición de revistas, sin riesgo de vertidos.
5814;Edición de revistas;0;Edición de revistas, sin riesgo de vertidos.
5819;Otras actividades editoriales;0;Otras actividades editoriales, sin riesgo de vertidos.
5819;Otras actividades editoriales;0;Otras actividades editoriales, sin riesgo de vertidos.
5819;Otras actividades editoriales;0;Actividades editoriales sin riesgo de vertidos.
5821;Edición de videojuegos;0;Edición de videojuegos sin riesgo de vertidos.
5821;Edición de videojuegos;0;Edición de videojuegos sin riesgo de vertidos.
5829;Edición de otros programas informáticos;0;Edición de otros programas informáticos sin riesgo de vertidos.
5829;Edición de otros programas informáticos;0;Edición de otros programas informáticos sin riesgo de vertidos.
5912;Actividades de postproducción cinematográfica, de vídeo y de programas de televisión;0;Postproducción cinematográfica sin riesgo de vertidos.
5914;Actividades de exhibición cinematográfica;0;Exhibición cinematográfica sin riesgo de vertidos.
5915;Actividades de producción cinematográfica y de vídeo;0;Producción cinematográfica y de vídeo sin riesgo de vertidos.
5916;Actividades de producción de programas de televisión;0;Producción de programas de televisión sin riesgo de vertidos.
5917;Actividades de distribución cinematográfica y de vídeo;0;Distribución cinematográfica y de vídeo sin riesgo de vertidos.
5917;Actividades de distribución cinematográfica y de vídeo;0;Distribución cinematográfica y de vídeo sin riesgo de vertidos.
5918;Actividades de distribución de programas de televisión;0;Distribución de programas de televisión sin riesgo de vertidos.
5920;Actividades de grabación de sonido y edición musical;0;Grabación de sonido y edición musical sin riesgo de vertidos.
5920;Actividades de grabación de sonido y edición musical;0;Grabación de sonido y edición musical sin riesgo de vertidos.
5920;Actividades de grabación de sonido y edición musical;0;Grabación de sonido y edición musical sin riesgo de vertidos.
5920;Actividades de grabación de sonido y edición musical;0;Grabación de sonido y edición musical sin riesgo de vertidos.
5920;Actividades de grabación de sonido y edición musical;0;Grabación de sonido y edición musical sin riesgo de vertidos.
6010;Actividades de radiodifusión;0;Radiodifusión sin riesgo de vertidos.
6010;Actividades de radiodifusión;0;Radiodifusión sin riesgo de vertidos.
6010;Actividades de radiodifusión;0;Radiodifusión sin riesgo de vertidos.
6020;Actividades de programación y emisión de televisión;0;Programación y emisión de televisión sin riesgo de vertidos.
6020;Actividades de programación y emisión de televisión;0;Programación y emisión de televisión sin riesgo de vertidos.
6020;Actividades de programación y emisión de televisión;0;Programación y emisión de televisión sin riesgo de vertidos.
6110;Telecomunicaciones por cable;0;Telecomunicaciones por cable sin riesgo de vertidos.
6120;Telecomunicaciones inalámbricas;0;Telecomunicaciones inalámbricas sin riesgo de vertidos.
6130;Telecomunicaciones por satélite;0;Telecomunicaciones por satélite sin riesgo de vertidos.
6190;Otras actividades de telecomunicaciones;0;Otras actividades de telecomunicaciones sin riesgo de vertidos.
6201;Actividades de programación informática;0;Actividades de programación informática sin riesgo de vertidos.
6201;Actividades de programación informática;0;Actividades de programación informática sin riesgo de vertidos.
6202;Actividades de consultoría informática;0;Consultoría informática sin riesgo de vertidos.
6202;Actividades de consultoría informática;0;Actividades de consultoría informática no generan vertidos.
6203;Gestión de recursos informáticos;0;Gestión de recursos informáticos no genera vertidos.
6209;Otros servicios relacionados con las tecnologías de la información y la informática;0;Servicios relacionados con tecnologías de la información no generan vertidos.
6311;Proceso de datos, hosting y actividades relacionadas;0;Proceso de datos y hosting no generan vertidos.
6312;Portales web;0;Portales web no generan vertidos.
6391;Actividades de las agencias de noticias;0;Actividades de agencias de noticias no generan vertidos.
6399;Otros servicios de información n.c.o.p.;0;Otros servicios de información no generan vertidos.
6411;Banco central;0;Banco central no genera vertidos.
6419;Otra intermediación monetaria;0;Otra intermediación monetaria no genera vertidos.
6420;Actividades de las sociedades holding;0;Actividades de sociedades holding no generan vertidos.
6430;Inversión colectiva, fondos y entidades financieras similares;0;Inversión colectiva no genera vertidos.
6491;Arrendamiento financiero;0;Arrendamiento financiero no genera vertidos.
6492;Otras actividades crediticias;0;Otras actividades crediticias no generan vertidos.
6499;Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.;0;Otros servicios financieros no generan vertidos.
6511;Seguros de vida;0;Seguros de vida no generan vertidos.
6512;Seguros distintos de los seguros de vida;0;Seguros distintos de los seguros de vida no generan vertidos.
6520;Reaseguros;0;Reaseguros no generan vertidos.
6520;Reaseguros;0;Actividades relacionadas con reaseguros sin riesgo de vertidos.
6530;Fondos de pensiones;0;Fondos de pensiones sin riesgo de vertidos.
6611;Administración de mercados financieros;0;Administración de mercados financieros sin riesgo de vertidos.
6612;Actividades de intermediación en operaciones con valores y otros activos;0;Intermediación en operaciones con valores sin riesgo de vertidos.
6612;Actividades de intermediación en operaciones con valores y otros activos;0;Intermediación en operaciones con valores sin riesgo de vertidos.
6612;Actividades de intermediación en operaciones con valores y otros activos;0;Intermediación en operaciones con valores sin riesgo de vertidos.
6612;Actividades de intermediación en operaciones con valores y otros activos;0;Intermediación en operaciones con valores sin riesgo de vertidos.
6612;Actividades de intermediación en operaciones con valores y otros activos;0;Intermediación en operaciones con valores sin riesgo de vertidos.
6619;Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones;0;Otras actividades financieras sin riesgo de vertidos.
6621;Evaluación de riesgos y daños;0;Evaluación de riesgos sin riesgo de vertidos.
6622;Actividades de agentes y corredores de seguros;0;Actividades de corredores de seguros sin riesgo de vertidos.
6622;Actividades de agentes y corredores de seguros;0;Actividades de corredores de seguros sin riesgo de vertidos.
6629;Otras actividades auxiliares a seguros y fondos de pensiones;0;Otras actividades auxiliares sin riesgo de vertidos.
6630;Actividades de gestión de fondos;0;Gestión de fondos sin riesgo de vertidos.
6810;Compraventa de bienes inmobiliarios por cuenta propia;0;Compraventa de bienes inmobiliarios sin riesgo de vertidos.
6820;Alquiler de bienes inmobiliarios por cuenta propia;0;Alquiler de bienes inmobiliarios sin riesgo de vertidos.
6820;Alquiler de bienes inmobiliarios por cuenta propia;0;Alquiler de bienes inmobiliarios sin riesgo de vertidos.
6831;Agentes de la propiedad inmobiliaria;0;Agentes de la propiedad inmobiliaria sin riesgo de vertidos.
6832;Gestión y administración de la propiedad inmobiliaria;0;Gestión y administración inmobiliaria sin riesgo de vertidos.
6832;Gestión y administración de la propiedad inmobiliaria;0;Gestión y administración inmobiliaria sin riesgo de vertidos.
6910;Actividades jurídicas;0;Actividades jurídicas sin riesgo de vertidos.
6910;Actividades jurídicas;0;Actividades jurídicas sin riesgo de vertidos.
6910;Actividades jurídicas;0;Actividades jurídicas sin riesgo de vertidos.
6920;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;0;Actividades de contabilidad sin riesgo de vertidos.
7010;Actividades de las sedes centrales;0;Actividades de sedes centrales sin riesgo de vertidos.
7021;Relaciones públicas y comunicación;0;Relaciones públicas sin riesgo de vertidos.
7022;Otras actividades de consultoría de gestión empresarial;0;Consultoría de gestión empresarial sin riesgo de vertidos.
7022;Otras actividades de consultoría de gestión empresarial;0;Consultoría de gestión empresarial sin riesgo de vertidos.
7111;Servicios técnicos de arquitectura;0;Servicios técnicos de arquitectura sin riesgo de vertidos.
7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;0;Servicios técnicos de ingeniería sin riesgo de vertidos.
7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;0;Servicios de asesoramiento técnico sin manipulación de sustancias peligrosas.
7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;0;Servicios de asesoramiento técnico sin manipulación de sustancias peligrosas.
7120;Ensayos y análisis técnicos;0;Ensayos y análisis técnicos que no implican riesgo de vertidos.
7120;Ensayos y análisis técnicos;0;Ensayos y análisis técnicos que no implican riesgo de vertidos.
7211;Investigación y desarrollo experimental en biotecnología;0;Investigación y desarrollo en biotecnología sin riesgo significativo de vertidos.
7219;Otra investigación y desarrollo experimental en ciencias naturales y técnicas;0;Investigación y desarrollo en ciencias con bajo riesgo de vertidos.
7220;Investigación y desarrollo experimental en ciencias sociales y humanidades;0;Investigación en ciencias sociales sin riesgo de vertidos.
7220;Investigación y desarrollo experimental en ciencias sociales y humanidades;0;Investigación en ciencias sociales sin riesgo de vertidos.
7311;Agencias de publicidad;0;Agencias de publicidad que no generan vertidos.
7311;Agencias de publicidad;0;Agencias de publicidad que no generan vertidos.
7312;Servicios de representación de medios de comunicación;0;Servicios sin riesgo de vertidos por representación de medios.
7320;Estudios de mercado y realización de encuestas de opinión pública;0;Estudios de mercado que no producen vertidos.
7410;Actividades de diseño especializado;0;Actividades de diseño sin generación de residuos peligrosos.
7420;Actividades de fotografía;0;Fotografía sin riesgo de vertidos.
7420;Actividades de fotografía;0;Fotografía sin riesgo de vertidos.
7420;Actividades de fotografía;0;Fotografía sin riesgo de vertidos.
7430;Actividades de traducción e interpretación;0;Traducción e interpretación sin riesgo de vertidos.
7490;Otras actividades profesionales, científicas y técnicas n.c.o.p.;0;Actividades profesionales que no generan vertidos.
7490;Otras actividades profesionales, científicas y técnicas n.c.o.p.;0;Actividades profesionales que no generan vertidos.
7490;Otras actividades profesionales, científicas y técnicas n.c.o.p.;0;Actividades profesionales que no generan vertidos.
7490;Otras actividades profesionales, científicas y técnicas n.c.o.p.;0;Actividades profesionales que no generan vertidos.
7490;Otras actividades profesionales, científicas y técnicas n.c.o.p.;0;Actividades profesionales que no generan vertidos.
7500;Actividades veterinarias;0;Actividades veterinarias con bajo riesgo de vertidos.
7711;Alquiler de automóviles y vehículos de motor ligeros;0;Alquiler de vehículos sin riesgo de vertidos.
7712;Alquiler de camiones;0;Alquiler de camiones sin riesgo de vertidos.
7721;Alquiler de artículos de ocio y deportivos;0;Alquiler de artículos de ocio sin riesgo de vertidos.
7722;Alquiler de cintas de vídeo y discos;0;Alquiler de cintas y discos sin riesgo de vertidos.
7729;Alquiler de otros efectos personales y artículos de uso doméstico;0;Alquiler de artículos personales sin riesgo de vertidos.
7729;Alquiler de otros efectos personales y artículos de uso doméstico;0;Alquiler de artículos personales sin riesgo de vertidos.
7729;Alquiler de otros efectos personales y artículos de uso doméstico;0;Alquiler de artículos personales sin riesgo de vertidos.
7731;Alquiler de maquinaria y equipo de uso agrícola;0;Sin riesgo por ser alquiler de maquinaria agrícola.
7732;Alquiler de maquinaria y equipo para la construcción e ingeniería civil;0;Sin riesgo por ser alquiler de maquinaria de construcción.
7733;Alquiler de maquinaria y equipo de oficina, incluidos ordenadores;0;Sin riesgo por ser alquiler de equipo de oficina.
7734;Alquiler de medios de navegación;0;Sin riesgo por ser alquiler de medios de navegación.
7735;Alquiler de medios de transporte aéreo;0;Sin riesgo por ser alquiler de transporte aéreo.
7739;Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.;0;Sin riesgo por ser alquiler de maquinaria y equipos diversos.
7740;Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor;0;Sin riesgo por ser arrendamiento de propiedad intelectual.
7810;Actividades de las agencias de colocación;0;Sin riesgo por ser actividades de colocación.
7820;Actividades de las empresas de trabajo temporal;0;Sin riesgo por ser actividades de trabajo temporal.
7830;Otra provisión de recursos humanos;0;Sin riesgo por ser provisión de recursos humanos.
7911;Actividades de las agencias de viajes;0;Sin riesgo por ser actividades de agencias de viajes.
7912;Actividades de los operadores turísticos;0;Sin riesgo por ser actividades de operadores turísticos.
7990;Otros servicios de reservas y actividades relacionadas con los mismos;0;Sin riesgo por ser otros servicios de reservas.
8010;Actividades de seguridad privada;0;Sin riesgo por ser actividades de seguridad privada.
8020;Servicios de sistemas de seguridad;0;Sin riesgo por ser servicios de sistemas de seguridad.
8030;Actividades de investigación;0;Sin riesgo por ser actividades de investigación.
8110;Servicios integrales a edificios e instalaciones;0;Sin riesgo por ser servicios integrales a edificios.
8121;Limpieza general de edificios;0;Sin riesgo por ser limpieza general de edificios.
8122;Otras actividades de limpieza industrial y de edificios;0;Sin riesgo por ser limpieza industrial y de edificios.
8129;Otras actividades de limpieza;0;Sin riesgo por ser otras actividades de limpieza.
8129;Otras actividades de limpieza;0;Actividades de limpieza sin manipulación de productos peligrosos.
8130;Actividades de jardinería;0;Actividades de jardinería generalmente sin riesgos de vertidos.
8211;Servicios administrativos combinados;0;Servicios administrativos sin riesgos relacionados con vertidos.
8219;Actividades de fotocopiado, preparación de documentos y otras actividades especializadas de oficina;0;Actividades de oficina sin manipulación de sustancias nocivas.
8220;Actividades de los centros de llamadas;0;Actividades vinculadas a centros de llamadas sin riesgo de vertidos.
8230;Organización de convenciones y ferias de muestras;0;Organización de eventos sin riesgo de vertidos industriales.
8291;Actividades de las agencias de cobros y de información comercial;0;Agencias de cobros sin actividades de riesgo de vertidos.
8292;Actividades de envasado y empaquetado;0;Actividades de envasado generalmente sin riesgos de vertidos.
8299;Otras actividades de apoyo a las empresas n.c.o.p.;0;Apoyo a empresas sin implicaciones de vertidos.
8411;Actividades generales de la Administración Pública;0;Actividades administrativas públicas sin riesgo de vertidos.
